state_id,inventory_bin,demand_signal,price_tier,calendar_type,pipeline_bin,action_id,action
77,stockout,high,premium,weekend,large,9,premium / small
78,stockout,high,premium,event_or_snap,none,9,premium / small
79,stockout,high,premium,event_or_snap,small,10,premium / medium
80,stockout,high,premium,event_or_snap,large,9,premium / small
81,low,low,discount,weekday,none,5,regular / small
82,low,low,discount,weekday,small,9,premium / small
83,low,low,discount,weekday,large,0,discount / none
84,low,low,discount,weekend,none,5,regular / small
85,low,low,discount,weekend,small,8,premium / none
86,low,low,discount,weekend,large,8,premium / none
87,low,low,discount,event_or_snap,none,9,premium / small
88,low,low,discount,event_or_snap,small,9,premium / small
89,low,low,discount,event_or_snap,large,8,premium / none
90,low,low,regular,weekday,none,5,regular / small
91,low,low,regular,weekday,small,4,regular / none
92,low,low,regular,weekday,large,8,premium / none
93,low,low,regular,weekend,none,7,regular / large
94,low,low,regular,weekend,small,8,premium / none
95,low,low,regular,weekend,large,0,discount / none
96,low,low,regular,event_or_snap,none,5,regular / small
97,low,low,regular,event_or_snap,small,8,premium / none
98,low,low,regular,event_or_snap,large,8,premium / none
99,low,low,premium,weekday,none,11,premium / large
100,low,low,premium,weekday,small,1,discount / small
101,low,low,premium,weekday,large,0,discount / none
102,low,low,premium,weekend,none,9,premium / small
103,low,low,premium,weekend,small,8,premium / none
104,low,low,premium,weekend,large,4,regular / none
105,low,low,premium,event_or_snap,none,9,premium / small
106,low,low,premium,event_or_snap,small,6,regular / medium
107,low,low,premium,event_or_snap,large,8,premium / none
108,low,normal,discount,weekday,none,8,premium / none
109,low,normal,discount,weekday,small,4,regular / none
110,low,normal,discount,weekday,large,8,premium / none
111,low,normal,discount,weekend,none,7,regular / large
112,low,normal,discount,weekend,small,10,premium / medium
113,low,normal,discount,weekend,large,8,premium / none
114,low,normal,discount,event_or_snap,none,11,premium / large
115,low,normal,discount,event_or_snap,small,6,regular / medium
116,low,normal,discount,event_or_snap,large,0,discount / none
117,low,normal,regular,weekday,none,5,regular / small
118,low,normal,regular,weekday,small,2,discount / medium
119,low,normal,regular,weekday,large,8,premium / none
120,low,normal,regular,weekend,none,9,premium / small
121,low,normal,regular,weekend,small,10,premium / medium
122,low,normal,regular,weekend,large,9,premium / small
123,low,normal,regular,event_or_snap,none,9,premium / small
124,low,normal,regular,event_or_snap,small,9,premium / small
125,low,normal,regular,event_or_snap,large,8,premium / none
126,low,normal,premium,weekday,none,9,premium / small
127,low,normal,premium,weekday,small,2,discount / medium
128,low,normal,premium,weekday,large,1,discount / small
129,low,normal,premium,weekend,none,11,premium / large
130,low,normal,premium,weekend,small,8,premium / none
131,low,normal,premium,weekend,large,4,regular / none
132,low,normal,premium,event_or_snap,none,11,premium / large
133,low,normal,premium,event_or_snap,small,5,regular / small
134,low,normal,premium,event_or_snap,large,8,premium / none
135,low,high,discount,weekday,none,7,regular / large
136,low,high,discount,weekday,small,10,premium / medium
137,low,high,discount,weekday,large,5,regular / small
138,low,high,discount,weekend,none,5,regular / small
139,low,high,discount,weekend,small,10,premium / medium
140,low,high,discount,weekend,large,8,premium / none
141,low,high,discount,event_or_snap,none,11,premium / large
142,low,high,discount,event_or_snap,small,10,premium / medium
143,low,high,discount,event_or_snap,large,4,regular / none
144,low,high,regular,weekday,none,9,premium / small
145,low,high,regular,weekday,small,8,premium / none
146,low,high,regular,weekday,large,9,premium / small
147,low,high,regular,weekend,none,11,premium / large
148,low,high,regular,weekend,small,1,discount / small
149,low,high,regular,weekend,large,8,premium / none
150,low,high,regular,event_or_snap,none,11,premium / large
151,low,high,regular,event_or_snap,small,10,premium / medium
152,low,high,regular,event_or_snap,large,4,regular / none
153,low,high,premium,weekday,none,9,premium / small
154,low,high,premium,weekday,small,10,premium / medium
155,low,high,premium,weekday,large,8,premium / none
156,low,high,premium,weekend,none,5,regular / small
157,low,high,premium,weekend,small,9,premium / small
158,low,high,premium,weekend,large,1,discount / small
159,low,high,premium,event_or_snap,none,11,premium / large
160,low,high,premium,event_or_snap,small,10,premium / medium
161,low,high,premium,event_or_snap,large,4,regular / none
162,medium,low,discount,weekday,none,5,regular / small
163,medium,low,discount,weekday,small,0,discount / none
164,medium,low,discount,weekday,large,4,regular / none
165,medium,low,discount,weekend,none,5,regular / small
166,medium,low,discount,weekend,small,4,regular / none
167,medium,low,discount,weekend,large,8,premium / none
168,medium,low,discount,event_or_snap,none,9,premium / small
169,medium,low,discount,event_or_snap,small,8,premium / none
170,medium,low,discount,event_or_snap,large,4,regular / none
171,medium,low,regular,weekday,none,9,premium / small
172,medium,low,regular,weekday,small,0,discount / none
173,medium,low,regular,weekday,large,8,premium / none
174,medium,low,regular,weekend,none,5,regular / small
175,medium,low,regular,weekend,small,4,regular / none
176,medium,low,regular,weekend,large,0,discount / none
177,medium,low,regular,event_or_snap,none,5,regular / small
178,medium,low,regular,event_or_snap,small,8,premium / none
179,medium,low,regular,event_or_snap,large,4,regular / none
180,medium,low,premium,weekday,none,1,discount / small
181,medium,low,premium,weekday,small,4,regular / none
182,medium,low,premium,weekday,large,0,discount / none
183,medium,low,premium,weekend,none,5,regular / small
184,medium,low,premium,weekend,small,8,premium / none
185,medium,low,premium,weekend,large,0,discount / none
186,medium,low,premium,event_or_snap,none,9,premium / small
187,medium,low,premium,event_or_snap,small,8,premium / none
188,medium,low,premium,event_or_snap,large,0,discount / none
189,medium,normal,discount,weekday,none,1,discount / small
190,medium,normal,discount,weekday,small,0,discount / none
191,medium,normal,discount,weekday,large,4,regular / none
192,medium,normal,discount,weekend,none,9,premium / small
193,medium,normal,discount,weekend,small,0,discount / none
194,medium,normal,discount,weekend,large,4,regular / none
195,medium,normal,discount,event_or_snap,none,8,premium / none
196,medium,normal,discount,event_or_snap,small,8,premium / none
197,medium,normal,discount,event_or_snap,large,4,regular / none
198,medium,normal,regular,weekday,none,8,premium / none
199,medium,normal,regular,weekday,small,4,regular / none
200,medium,normal,regular,weekday,large,4,regular / none
201,medium,normal,regular,weekend,none,9,premium / small
202,medium,normal,regular,weekend,small,4,regular / none
203,medium,normal,regular,weekend,large,0,discount / none
204,medium,normal,regular,event_or_snap,none,5,regular / small
205,medium,normal,regular,event_or_snap,small,4,regular / none
206,medium,normal,regular,event_or_snap,large,0,discount / none
207,medium,normal,premium,weekday,none,5,regular / small
208,medium,normal,premium,weekday,small,8,premium / none
209,medium,normal,premium,weekday,large,8,premium / none
210,medium,normal,premium,weekend,none,4,regular / none
211,medium,normal,premium,weekend,small,8,premium / none
212,medium,normal,premium,weekend,large,8,premium / none
213,medium,normal,premium,event_or_snap,none,9,premium / small
214,medium,normal,premium,event_or_snap,small,4,regular / none
215,medium,normal,premium,event_or_snap,large,0,discount / none
216,medium,high,discount,weekday,none,4,regular / none
217,medium,high,discount,weekday,small,0,discount / none
218,medium,high,discount,weekday,large,4,regular / none
219,medium,high,discount,weekend,none,0,discount / none
220,medium,high,discount,weekend,small,0,discount / none
221,medium,high,discount,weekend,large,0,discount / none
222,medium,high,discount,event_or_snap,none,4,regular / none
223,medium,high,discount,event_or_snap,small,2,discount / medium
224,medium,high,discount,event_or_snap,large,0,discount / none
225,medium,high,regular,weekday,none,5,regular / small
226,medium,high,regular,weekday,small,9,premium / small
227,medium,high,regular,weekday,large,5,regular / small
228,medium,high,regular,weekend,none,8,premium / none
229,medium,high,regular,weekend,small,8,premium / none
230,medium,high,regular,weekend,large,8,premium / none
231,medium,high,regular,event_or_snap,none,8,premium / none
232,medium,high,regular,event_or_snap,small,4,regular / none
233,medium,high,regular,event_or_snap,large,4,regular / none
234,medium,high,premium,weekday,none,9,premium / small
235,medium,high,premium,weekday,small,8,premium / none
236,medium,high,premium,weekday,large,8,premium / none
237,medium,high,premium,weekend,none,11,premium / large
238,medium,high,premium,weekend,small,11,premium / large
239,medium,high,premium,weekend,large,4,regular / none
240,medium,high,premium,event_or_snap,none,7,regular / large
241,medium,high,premium,event_or_snap,small,4,regular / none
242,medium,high,premium,event_or_snap,large,8,premium / none
243,high,low,discount,weekday,none,8,premium / none
244,high,low,discount,weekday,small,0,discount / none
245,high,low,discount,weekday,large,4,regular / none
246,high,low,discount,weekend,none,0,discount / none
247,high,low,discount,weekend,small,0,discount / none
248,high,low,discount,weekend,large,4,regular / none
249,high,low,discount,event_or_snap,none,4,regular / none
250,high,low,discount,event_or_snap,small,8,premium / none
251,high,low,discount,event_or_snap,large,0,discount / none
252,high,low,regular,weekday,none,0,discount / none
253,high,low,regular,weekday,small,0,discount / none
254,high,low,regular,weekday,large,8,premium / none
255,high,low,regular,weekend,none,1,discount / small
256,high,low,regular,weekend,small,0,discount / none
257,high,low,regular,weekend,large,0,discount / none
258,high,low,regular,event_or_snap,none,4,regular / none
259,high,low,regular,event_or_snap,small,8,premium / none
260,high,low,regular,event_or_snap,large,0,discount / none
261,high,low,premium,weekday,none,0,discount / none
262,high,low,premium,weekday,small,8,premium / none
263,high,low,premium,weekday,large,8,premium / none
264,high,low,premium,weekend,none,0,discount / none
265,high,low,premium,weekend,small,4,regular / none
266,high,low,premium,weekend,large,4,regular / none
267,high,low,premium,event_or_snap,none,0,discount / none
268,high,low,premium,event_or_snap,small,8,premium / none
269,high,low,premium,event_or_snap,large,8,premium / none
270,high,normal,discount,weekday,none,4,regular / none
271,high,normal,discount,weekday,small,8,premium / none
272,high,normal,discount,weekday,large,0,discount / none
273,high,normal,discount,weekend,none,10,premium / medium
274,high,normal,discount,weekend,small,0,discount / none
275,high,normal,discount,weekend,large,4,regular / none
276,high,normal,discount,event_or_snap,none,0,discount / none
277,high,normal,discount,event_or_snap,small,8,premium / none
278,high,normal,discount,event_or_snap,large,0,discount / none
279,high,normal,regular,weekday,none,5,regular / small
280,high,normal,regular,weekday,small,0,discount / none
281,high,normal,regular,weekday,large,8,premium / none
282,high,normal,regular,weekend,none,0,discount / none
283,high,normal,regular,weekend,small,8,premium / none
284,high,normal,regular,weekend,large,0,discount / none
285,high,normal,regular,event_or_snap,none,0,discount / none
286,high,normal,regular,event_or_snap,small,0,discount / none
287,high,normal,regular,event_or_snap,large,8,premium / none
288,high,normal,premium,weekday,none,1,discount / small
289,high,normal,premium,weekday,small,4,regular / none
290,high,normal,premium,weekday,large,0,discount / none
291,high,normal,premium,weekend,none,2,discount / medium
292,high,normal,premium,weekend,small,0,discount / none
293,high,normal,premium,weekend,large,8,premium / none
294,high,normal,premium,event_or_snap,none,0,discount / none
295,high,normal,premium,event_or_snap,small,4,regular / none
296,high,normal,premium,event_or_snap,large,4,regular / none
297,high,high,discount,weekday,none,0,discount / none
298,high,high,discount,weekday,small,4,regular / none
299,high,high,discount,weekday,large,4,regular / none
300,high,high,discount,weekend,none,0,discount / none
301,high,high,discount,weekend,small,5,regular / small
302,high,high,discount,weekend,large,5,regular / small
303,high,high,discount,event_or_snap,none,0,discount / none
304,high,high,discount,event_or_snap,small,4,regular / none
305,high,high,discount,event_or_snap,large,6,regular / medium
306,high,high,regular,weekday,none,0,discount / none
307,high,high,regular,weekday,small,0,discount / none
308,high,high,regular,weekday,large,0,discount / none
309,high,high,regular,weekend,none,0,discount / none
310,high,high,regular,weekend,small,3,discount / large
311,high,high,regular,weekend,large,5,regular / small
312,high,high,regular,event_or_snap,none,0,discount / none
313,high,high,regular,event_or_snap,small,10,premium / medium
314,high,high,regular,event_or_snap,large,4,regular / none
315,high,high,premium,weekday,none,1,discount / small
316,high,high,premium,weekday,small,0,discount / none
317,high,high,premium,weekday,large,9,premium / small
318,high,high,premium,weekend,none,0,discount / none
319,high,high,premium,weekend,small,9,premium / small
320,high,high,premium,weekend,large,10,premium / medium
321,high,high,premium,event_or_snap,none,0,discount / none
322,high,high,premium,event_or_snap,small,1,discount / small
323,high,high,premium,event_or_snap,large,6,regular / medium
324,excess,low,discount,weekday,none,4,regular / none
325,excess,low,discount,weekday,small,4,regular / none
326,excess,low,discount,weekday,large,8,premium / none
327,excess,low,discount,weekend,none,5,regular / small
328,excess,low,discount,weekend,small,0,discount / none
329,excess,low,discount,weekend,large,0,discount / none
330,excess,low,discount,event_or_snap,none,0,discount / none
331,excess,low,discount,event_or_snap,small,4,regular / none
332,excess,low,discount,event_or_snap,large,4,regular / none
333,excess,low,regular,weekday,none,0,discount / none
334,excess,low,regular,weekday,small,0,discount / none
335,excess,low,regular,weekday,large,0,discount / none
336,excess,low,regular,weekend,none,0,discount / none
337,excess,low,regular,weekend,small,4,regular / none
338,excess,low,regular,weekend,large,5,regular / small
339,excess,low,regular,event_or_snap,none,0,discount / none
340,excess,low,regular,event_or_snap,small,4,regular / none
341,excess,low,regular,event_or_snap,large,0,discount / none
342,excess,low,premium,weekday,none,0,discount / none
343,excess,low,premium,weekday,small,4,regular / none
344,excess,low,premium,weekday,large,0,discount / none
345,excess,low,premium,weekend,none,4,regular / none
346,excess,low,premium,weekend,small,4,regular / none
347,excess,low,premium,weekend,large,4,regular / none
348,excess,low,premium,event_or_snap,none,0,discount / none
349,excess,low,premium,event_or_snap,small,8,premium / none
350,excess,low,premium,event_or_snap,large,0,discount / none
351,excess,normal,discount,weekday,none,0,discount / none
352,excess,normal,discount,weekday,small,8,premium / none
353,excess,normal,discount,weekday,large,5,regular / small
354,excess,normal,discount,weekend,none,5,regular / small
355,excess,normal,discount,weekend,small,9,premium / small
356,excess,normal,discount,weekend,large,8,premium / none
357,excess,normal,discount,event_or_snap,none,9,premium / small
358,excess,normal,discount,event_or_snap,small,5,regular / small
359,excess,normal,discount,event_or_snap,large,5,regular / small
360,excess,normal,regular,weekday,none,0,discount / none
361,excess,normal,regular,weekday,small,0,discount / none
362,excess,normal,regular,weekday,large,8,premium / none
363,excess,normal,regular,weekend,none,6,regular / medium
364,excess,normal,regular,weekend,small,4,regular / none
365,excess,normal,regular,weekend,large,1,discount / small
366,excess,normal,regular,event_or_snap,none,5,regular / small
367,excess,normal,regular,event_or_snap,small,5,regular / small
368,excess,normal,regular,event_or_snap,large,1,discount / small
369,excess,normal,premium,weekday,none,8,premium / none
370,excess,normal,premium,weekday,small,4,regular / none
371,excess,normal,premium,weekday,large,8,premium / none
372,excess,normal,premium,weekend,none,1,discount / small
373,excess,normal,premium,weekend,small,6,regular / medium
374,excess,normal,premium,weekend,large,8,premium / none
375,excess,normal,premium,event_or_snap,none,0,discount / none
376,excess,normal,premium,event_or_snap,small,0,discount / none
377,excess,normal,premium,event_or_snap,large,4,regular / none
378,excess,high,discount,weekday,none,0,discount / none
379,excess,high,discount,weekday,small,6,regular / medium
380,excess,high,discount,weekday,large,1,discount / small
381,excess,high,discount,weekend,none,0,discount / none
382,excess,high,discount,weekend,small,0,discount / none
383,excess,high,discount,weekend,large,0,discount / none
384,excess,high,discount,event_or_snap,none,0,discount / none
385,excess,high,discount,event_or_snap,small,0,discount / none
386,excess,high,discount,event_or_snap,large,0,discount / none
387,excess,high,regular,weekday,none,0,discount / none
388,excess,high,regular,weekday,small,0,discount / none
389,excess,high,regular,weekday,large,4,regular / none
390,excess,high,regular,weekend,none,0,discount / none
391,excess,high,regular,weekend,small,0,discount / none
392,excess,high,regular,weekend,large,0,discount / none
393,excess,high,regular,event_or_snap,none,0,discount / none
394,excess,high,regular,event_or_snap,small,0,discount / none
395,excess,high,regular,event_or_snap,large,0,discount / none
396,excess,high,premium,weekday,none,0,discount / none
397,excess,high,premium,weekday,small,0,discount / none
398,excess,high,premium,weekday,large,0,discount / none
399,excess,high,premium,weekend,none,0,discount / none
400,excess,high,premium,weekend,small,0,discount / none
401,excess,high,premium,weekend,large,2,discount / medium
402,excess,high,premium,event_or_snap,none,8,premium / none
403,excess,high,premium,event_or_snap,small,0,discount / none
404,excess,high,premium,event_or_snap,large,1,discount / small
